20 0 0 1 0 
40 0 0.563946 0.161998 0.274056 
60 0.381759 0.157837 0.271983 0.188422 
80 0.408516 0.232644 0.185745 0.173095 
100 0.42942 0.257969 0.169867 0.142744 
120 0.430519 0.269109 0.169674 0.130698 
140 0.42245 0.273427 0.175463 0.12866 
160 0.411847 0.275677 0.178868 0.133608 
180 0.400098 0.275305 0.185133 0.139464 
200 0.388637 0.274961 0.189941 0.14646 
220 0.377607 0.274567 0.194768 0.153058 
240 0.368521 0.273054 0.198403 0.160022 
260 0.359789 0.271669 0.202823 0.165719 
280 0.351872 0.270583 0.205917 0.171628 
300 0.344931 0.269141 0.209497 0.17643 
320 0.339032 0.268239 0.211425 0.181305 
340 0.333701 0.266961 0.213986 0.185351 
360 0.328727 0.266155 0.216217 0.188901 
380 0.324322 0.265309 0.218052 0.192317 
400 0.320345 0.264485 0.219748 0.195422 
420 0.316725 0.263745 0.2215 0.19803 
440 0.313437 0.26317 0.222766 0.200627 
460 0.310494 0.262668 0.223887 0.20295 
480 0.307837 0.262039 0.225093 0.205031 
500 0.305179 0.261722 0.226258 0.206841 
520 0.302914 0.26119 0.227254 0.208643 
540 0.300792 0.260757 0.228122 0.210329 
560 0.298846 0.260312 0.229092 0.211751 
580 0.297031 0.259978 0.229781 0.21321 
600 0.295373 0.259571 0.230526 0.21453 
620 0.293796 0.259258 0.231156 0.21579 
640 0.29234 0.259013 0.231795 0.216852 
660 0.291004 0.258725 0.23236 0.21791 
680 0.289741 0.258447 0.232892 0.21892 
700 0.288542 0.258185 0.233482 0.219791 
720 0.287408 0.257974 0.233918 0.2207 
740 0.286354 0.257715 0.23439 0.221541 
760 0.285337 0.25751 0.234867 0.222286 
780 0.284385 0.257316 0.235247 0.223053 
800 0.283485 0.257168 0.235574 0.223773 
820 0.28265 0.256955 0.23602 0.224375 
840 0.281832 0.256822 0.236311 0.225035 
860 0.281073 0.256624 0.236666 0.225638 
880 0.280326 0.25648 0.237008 0.226186 
900 0.279624 0.256332 0.237294 0.22675 
920 0.278954 0.256179 0.237579 0.227288 
940 0.278309 0.256035 0.237847 0.227808 
960 0.27769 0.255939 0.238109 0.228262 
980 0.277116 0.255807 0.238357 0.228721 
1000 0.276555 0.255686 0.238589 0.22917 
1020 0.276015 0.255564 0.238856 0.229565 
1040 0.275493 0.255466 0.239056 0.229986 
1060 0.274998 0.255344 0.239275 0.230382 
1080 0.274512 0.255243 0.239507 0.230738 
1100 0.274048 0.255184 0.239656 0.231112 
1120 0.273622 0.25506 0.239865 0.231453 
1140 0.273187 0.254984 0.240058 0.231771 
1160 0.272779 0.254893 0.240228 0.2321 
1180 0.27238 0.254804 0.240396 0.23242 
1200 0.271994 0.254717 0.240585 0.232704 
1220 0.271618 0.254646 0.24073 0.233007 
1240 0.271261 0.254582 0.240862 0.233295 
1260 0.270921 0.254495 0.241042 0.233542 
1280 0.270582 0.254438 0.241164 0.233816 
1300 0.270262 0.254354 0.241311 0.234073 
1320 0.269941 0.254291 0.241438 0.234331 
1340 0.269635 0.254215 0.241594 0.234556 
1360 0.269332 0.254162 0.241706 0.2348 
1380 0.269047 0.254088 0.241836 0.23503 
1400 0.268762 0.254051 0.241947 0.23524 
1420 0.268499 0.253983 0.242067 0.235451 
1440 0.268235 0.25393 0.242171 0.235664 
1460 0.26798 0.253868 0.242301 0.235851 
1480 0.267728 0.253823 0.242394 0.236055 
1500 0.267488 0.253761 0.242503 0.236248 
1520 0.267249 0.253712 0.242615 0.236424 
1540 0.267017 0.253682 0.24269 0.23661 
1560 0.266803 0.253619 0.242795 0.236783 
1580 0.266582 0.25358 0.242894 0.236945 
1600 0.266372 0.253533 0.242981 0.237115 
1620 0.266165 0.253486 0.243068 0.237281 
1640 0.265962 0.25344 0.243167 0.237431 
1660 0.265763 0.253402 0.243243 0.237591 
1680 0.265572 0.253368 0.243314 0.237746 
1700 0.265389 0.253321 0.243411 0.237879 
1720 0.265205 0.25329 0.243477 0.238029 
1740 0.265029 0.253243 0.243558 0.23817 
1760 0.264852 0.253208 0.243628 0.238313 
1780 0.264681 0.253165 0.243715 0.238439 
1800 0.264512 0.253135 0.243777 0.238576 
1820 0.26435 0.253105 0.243839 0.238706 
1840 0.264193 0.253066 0.24392 0.23882 
1860 0.264037 0.253038 0.243977 0.238948 
1880 0.263887 0.252999 0.244046 0.239068 
1900 0.263736 0.252968 0.244116 0.23918 
1920 0.263589 0.252938 0.244175 0.239298 
1940 0.263447 0.252903 0.244236 0.239414 
1960 0.263305 0.252883 0.244294 0.239518 
1980 0.263172 0.25285 0.244353 0.239625 
2000 0.263038 0.252822 0.244407 0.239733 
